SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,WEEKDAY_APPR_PROCESS_START,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,DAYS_CREDIT,CREDIT_DAY_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,PREDICT
100643,0,0,90000.0,755190.0,29677.5,675000.0,0.003069,-23185,365243,-5791.0,-4102,,1.0,3,3,15,0,0,0,0,0,0,0.8923921896666112,0.5871314201734105,0.6144143775673561,0.1619,0.1175,0.9886,,,0.16,0.1379,0.375,,0.1529,,0.0987,,0.004,0.1649,0.122,0.9886,,,0.1611,0.1379,0.375,,0.1563,,0.1029,,0.0042,0.1634,0.1175,0.9886,,,0.16,0.1379,0.375,,0.1555,,0.1005,,0.0041,0.1352,0.0,0.0,0.0,0.0,-920.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,2,1,1,0,0,0,1,0,0,-131.0,0.0,0.0,67500.0,0.05091771938913211
100748,0,1,103500.0,270000.0,14778.0,270000.0,0.035792000000000004,-16540,-337,-6043.0,-69,10.0,3.0,2,2,15,0,0,0,0,0,0,,0.6918028610659173,0.3979463219016906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1614.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,5,4,1,1,1,4,0,1,1,1,1,0,-1968.0,0.0,0.0,74529.0,0.04211695334545936
100750,0,0,121500.0,472500.0,19993.5,472500.0,0.015221,-13432,-1369,-7281.0,-2979,,2.0,2,2,13,0,0,0,0,0,0,,0.5510914864847888,0.4938628816996244,0.1588,0.0,0.9767,0.6804,0.032,0.0,0.1034,0.1667,0.2083,0.138,0.1294,0.06,0.0,0.0,0.1618,0.0,0.9767,0.6929,0.0323,0.0,0.1034,0.1667,0.2083,0.1411,0.1414,0.0625,0.0,0.0,0.1603,0.0,0.9767,0.6847,0.0322,0.0,0.1034,0.1667,0.2083,0.1404,0.1317,0.0611,0.0,0.0,0.0501,0.0,0.0,0.0,0.0,-1131.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1,1,4,4,0,1,2,0,1,0,1,0,0,-467.0,0.0,0.0,99495.0,0.04557312930663001
100814,0,0,126000.0,942300.0,27679.5,675000.0,0.04622,-21704,-4110,-9701.0,-4831,,2.0,1,1,12,0,0,0,0,1,1,0.8847804287716508,0.7704896298341007,0.7958031328748403,0.0412,,0.9866,,,,,,,,,0.0439,,,0.042,,0.9866,,,,,,,,,0.0457,,,0.0416,,0.9866,,,,,,,,,0.0447,,,0.0345,1.0,0.0,1.0,0.0,-2399.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,6,2,4,1,1,6,0,1,0,1,1,0,-712.0,0.0,0.0,450000.0,0.03824739459164273
100817,0,0,67500.0,364032.0,9733.5,288000.0,0.0105,-19335,-419,-10052.0,-2885,,1.0,3,3,14,0,0,0,0,0,0,,0.5818153129296327,0.0969483170508572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,4,4,3,1,5,0,1,0,1,0,0,-2576.0,60.0,0.0,26693.1,0.04083686637551522
100829,0,0,90000.0,253737.0,14697.0,229500.0,0.009175,-21082,365243,-5685.0,-4225,,2.0,2,2,14,0,0,0,0,0,0,,0.3145866187413444,0.6940926425266661,0.16699999999999998,0.0758,0.9916,,,0.16,0.1379,0.375,,0.1096,,0.1973,,0.0,0.1702,0.0787,0.9916,,,0.1611,0.1379,0.375,,0.1121,,0.2056,,0.0,0.1686,0.0758,0.9916,,,0.16,0.1379,0.375,,0.1116,,0.2009,,0.0,0.1552,2.0,0.0,2.0,0.0,-390.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,1,4,1,1,6,0,0,0,1,0,0,-1020.0,0.0,0.0,59850.0,0.03546257710719062
100854,0,1,202500.0,485640.0,38938.5,450000.0,0.006305,-12418,-677,-661.0,-2060,,3.0,3,3,5,0,0,0,1,1,0,0.27684202321055995,0.3899159307848503,0.34578480246959553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1277.0,0.0,0.0,0.0,1.0,0.0,4.0,1,0,0,6,4,4,0,2,3,0,1,0,1,0,0,-607.0,0.0,0.0,9891.0,0.1993441810751114
100895,0,0,135000.0,675000.0,35964.0,675000.0,0.031329,-16054,-8026,-2992.0,-4389,,2.0,2,2,10,0,0,0,0,0,0,0.640859489702766,0.7180575365896832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1347.0,,,,,,,0,0,0,6,4,1,1,1,4,0,1,1,1,0,0,,,,,0.10471382623403544
100902,1,0,117000.0,770292.0,32764.5,688500.0,0.019689,-21838,365243,-12041.0,-510,,1.0,2,2,14,0,0,0,0,0,0,0.6476240360767701,0.5418295081062608,0.5442347412142162,0.0619,0.0116,0.9831,0.7688,0.0131,0.0,0.1379,0.1667,0.2083,0.1824,0.0504,0.0521,0.0,0.0,0.063,0.012,0.9831,0.7779,0.0132,0.0,0.1379,0.1667,0.2083,0.1866,0.0551,0.0543,0.0,0.0,0.0625,0.0116,0.9831,0.7719,0.0131,0.0,0.1379,0.1667,0.2083,0.1856,0.0513,0.053,0.0,0.0,0.0481,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,1,6,1,4,4,2,6,0,0,0,1,0,0,-1966.0,0.0,0.0,32625.0,0.03628595140334302
100929,0,0,81000.0,517500.0,25024.5,517500.0,0.00823,-16037,-3021,-8206.0,-4166,,2.0,2,2,12,0,0,0,0,0,0,0.6842993764131058,0.532859697703305,0.4866531565147181,0.1649,,0.9801,0.728,0.0086,0.0,0.1034,0.1667,0.2083,0.0335,0.1345,0.0591,0.0,0.001,0.1681,,0.9801,0.7387,0.0087,0.0,0.1034,0.1667,0.2083,0.0342,0.1469,0.0615,0.0,0.001,0.1665,,0.9801,0.7316,0.0086,0.0,0.1034,0.1667,0.2083,0.034,0.1368,0.0601,0.0,0.001,0.0514,2.0,0.0,2.0,0.0,-1284.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,6,4,4,1,1,2,0,1,1,1,0,0,-2499.0,0.0,0.0,93082.5,0.06553615977548745
100937,0,0,270000.0,450000.0,22018.5,450000.0,0.014519999999999996,-14740,-249,-1199.0,-4373,11.0,2.0,2,2,11,0,1,1,0,1,1,0.3454752993243363,0.3339158537052937,0.524496446363472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-383.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,6,4,4,1,1,6,0,1,0,1,0,0,-400.0,0.0,0.0,1716750.0,0.05853206026908884
100994,0,0,112500.0,888840.0,29376.0,675000.0,0.019689,-20071,-1689,-4870.0,-3351,,1.0,2,2,12,0,0,0,0,0,0,,0.5169536919008609,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,4,4,3,2,3,0,1,0,1,0,0,-867.0,0.0,0.0,120771.0,0.03767486625875836
101018,0,0,238500.0,834048.0,27693.0,720000.0,0.003813,-16101,-8506,-5554.0,-5557,10.0,2.0,2,2,12,0,0,0,0,0,0,0.4929869171101093,0.2776404168967356,0.5814837058057234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2308.0,0.0,0.0,0.0,0.0,1.0,5.0,1,1,1,6,4,1,1,1,1,0,1,1,1,1,0,-250.0,0.0,0.0,1980000.0,0.05551778688211658
101058,0,2,90000.0,900000.0,26446.5,900000.0,0.001417,-15017,-5143,-1699.0,-4823,,4.0,2,2,11,0,0,0,0,0,0,,0.6287614143774005,0.4014074137749511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1378.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,6,4,4,1,5,1,0,1,0,1,0,1,-632.0,0.0,0.0,17775.0,0.07906454339354471
101088,0,0,166500.0,225000.0,14377.5,225000.0,0.019101,-17650,-5086,-8574.0,-1189,,2.0,2,2,18,0,0,0,0,0,0,,0.5835115836898781,0.5709165417729987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2408.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,4,4,1,1,4,0,1,1,1,1,0,-2380.0,0.0,0.0,34663.5,0.04561640356835913
101147,1,2,315000.0,1165500.0,34209.0,1165500.0,0.018209,-12102,-1904,-1481.0,-3708,,4.0,3,3,12,0,0,0,0,0,0,,0.3373143908881509,0.0005272652387098817,,0.1349,0.9881,,,0.2,0.1724,0.375,,,,0.1355,,0.314,,0.14,0.9881,,,0.2014,0.1724,0.375,,,,0.1411,,0.3325,,0.1349,0.9881,,,0.2,0.1724,0.375,,,,0.1379,,0.3206,0.1742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,1,6,0,4,1,1,5,0,1,0,1,0,0,-59.0,0.0,0.0,135000.0,0.16255414281603003
101171,0,0,112500.0,508495.5,21541.5,454500.0,0.010966,-16061,-3519,-8785.0,-4314,,2.0,2,2,12,0,0,0,0,0,0,,0.43617069573794337,0.6006575372857061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1135.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,6,4,4,1,1,3,0,1,1,1,1,0,-1015.0,0.0,0.0,343830.6,0.08517118947373299
101201,1,2,99000.0,180000.0,14562.0,180000.0,0.010643,-12676,-643,-10103.0,-1638,,3.0,2,2,13,0,0,0,0,0,0,,0.2262732531498086,0.633031641417419,0.0124,0.0,0.9742,0.6464,0.0015,0.0,0.069,0.0417,0.0833,0.0307,0.0101,0.0156,0.0,0.0,0.0126,0.0,0.9742,0.6602,0.0015,0.0,0.069,0.0417,0.0833,0.0314,0.011000000000000001,0.0162,0.0,0.0,0.0125,0.0,0.9742,0.6511,0.0015,0.0,0.069,0.0417,0.0833,0.0312,0.0103,0.0159,0.0,0.0,0.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,6,4,4,2,1,4,0,1,0,1,1,0,-1282.0,0.0,0.0,27018.0,0.2642362157281559
101324,0,4,121500.0,1125000.0,32895.0,1125000.0,0.010966,-15155,-3115,0.0,-2485,,6.0,2,2,14,0,0,0,0,0,0,,0.30891883245082435,0.5814837058057234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1399.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,6,4,4,1,1,1,0,1,1,1,1,0,-1111.0,0.0,0.0,321811.695,0.09141143993445582
101331,0,1,270000.0,733315.5,39069.0,679500.0,0.006629,-10056,-1357,-4494.0,-2657,,3.0,2,2,10,0,0,0,1,1,0,,0.4908185311347065,0.4902575124990026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-633.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,6,0,1,0,1,2,0,1,1,1,1,0,-861.0,0.0,0.0,337500.0,0.12587094864800977
101333,0,0,135000.0,397881.0,26716.5,328500.0,0.0105,-22407,365243,-10324.0,-4435,,2.0,3,3,9,0,0,0,0,0,0,,0.5770406261524078,,0.0186,0.0291,0.9851,0.7959999999999999,0.0024,0.0,0.069,0.0833,0.125,0.0,0.0151,0.0168,0.0,0.0,0.0189,0.0302,0.9851,0.804,0.0024,0.0,0.069,0.0833,0.125,0.0,0.0165,0.0175,0.0,0.0,0.0187,0.0291,0.9851,0.7987,0.0024,0.0,0.069,0.0833,0.125,0.0,0.0154,0.0171,0.0,0.0,0.0145,4.0,0.0,4.0,0.0,0.0,,,,,,,0,0,1,6,1,4,1,1,1,0,0,0,1,0,0,,,,,0.06338477679346614
101340,1,1,135000.0,148500.0,15993.0,148500.0,0.015221,-11025,-1746,-1725.0,-111,,3.0,2,2,12,0,0,0,1,0,1,0.11251233440724302,0.10278918993038527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,1,6,4,1,1,1,4,0,1,0,1,0,0,,,,,0.18954810525578047
101349,0,0,202500.0,1125000.0,36423.0,1125000.0,0.019101,-18037,-2052,-855.0,-1539,,1.0,2,2,10,0,0,0,0,0,0,,0.7194632210235494,0.475849908720221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1225.0,0.0,0.0,0.0,0.0,1.0,5.0,0,0,1,6,4,4,3,1,4,0,1,0,1,0,0,-1361.0,0.0,0.0,540000.0,0.15794585940674868
101352,0,1,225000.0,544491.0,17694.0,454500.0,0.010032,-13914,-2726,-3303.0,-5207,,3.0,2,2,3,0,0,0,0,0,0,,0.28149858818063617,0.7700870700124128,0.0799,0.0804,0.9767,0.6804,0.0273,0.0,0.1379,0.1667,0.2083,0.0796,0.0651,0.0624,0.0039,0.0042,0.0809,0.0834,0.9767,0.6929,0.0273,0.0,0.1379,0.1667,0.2083,0.0802,0.0707,0.0637,0.0,0.0,0.0807,0.0804,0.9767,0.6847,0.0275,0.0,0.1379,0.1667,0.2083,0.081,0.0663,0.0635,0.0039,0.0043,0.0648,0.0,0.0,0.0,0.0,-168.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,6,4,4,1,1,6,0,1,0,1,0,1,-1815.0,0.0,0.0,465867.0,0.05319463762653282
101381,0,0,130500.0,505665.0,19192.5,355500.0,0.008625,-19275,-2376,-13401.0,-2796,,1.0,2,2,12,0,0,0,0,0,0,,0.5738832969364318,0.5656079814115492,,,0.9767,,,,0.1379,0.1667,,,,0.0542,,,,,0.9767,,,,0.1379,0.1667,,,,0.0565,,,,,0.9767,,,,0.1379,0.1667,,,,0.0552,,,0.0426,0.0,0.0,0.0,0.0,-1836.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,6,0,4,2,1,1,0,1,0,1,0,0,-2188.0,0.0,0.0,46773.0,0.026790804358632396
